ParName   Value   Gradient
logit_rec_prop(2000)    -0.692237      3.70468
logit_rec_prop(2001)   -0.0954502      4.25366
logit_rec_prop(2002)     0.252368      4.52627
logit_rec_prop(2003)     0.393863      3.59193
logit_rec_prop(2004)    -0.149523     0.488146
logit_rec_prop(2005)     0.440928      3.04803
logit_rec_prop(2006)     0.505086   -0.0327267
logit_rec_prop(2007)     0.300924      4.27476
logit_rec_prop(2008)    -0.287137      7.58597
logit_rec_prop(2009)    -0.443898      11.9314
logit_rec_prop(2010)     0.559647      4.13316
logit_rec_prop(2011)    0.0167145      1.40462
logit_rec_prop(2012)     0.420067      2.64446
logit_rec_prop(2013)     0.477348      4.12795
logit_rec_prop(2014)   -0.0688344      5.46369
logit_rec_prop(2015)     0.287438       3.3287
logit_rec_prop(2016)     0.185764      4.72603
m_dev(1)      1.31144     -3.49063
m_dev(2)     -1.31144      3.50512
m_dev_females(1)     0.889986      -1.5284
m_dev_females(2)     0.963127    -0.361642
m_dev_females(3)     -1.34997      1.29697
m_dev_females(4)    -0.503148      1.11965
survey_q[1]            1    0.0537618
