# Captures																																															
Year, Fleet, Sex, Data																																												
1996	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0
1997	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1	3	3	6	4	3	1	2	0	1	1	0	0	0	0	0
1998	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
1999	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	2	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	1	1	0	1	3	0	0	0	0	0	0	0
2000	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	3	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	2	0	0	1	0	0
2001	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	6	7	3	3	1	1	1	0	3	1	0	2	0	1	3	2	1	3	3	1	3	0	1	0	1	0	0	0	0
2002	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2003	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2004	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2005	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	9	7	9	7	6	5	0	0	0	3	0	1	0	1	2	0	1	1	3	0	3	2	2	0	0	0	0	0	0	0	0
2006	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	4	1	2	3	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	9	31	26	19	15	8	13	6	5	3	2	1	0	0	0	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0
2008	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	7	6	2	5	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
2011	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	2	3	0	0	0	0	0	0	0	2	2	3	16	18	34	29	28	33	35	25	11	15	9	11	12	8	10	11	20	19	17	14	19	25	16	12	12	6	3	2	1	3	1	0	0	0	0
1990	2	3	0	0	0	0	0	0	0	1	2	6	7	2	17	6	17	33	29	27	32	31	21	17	12	10	8	10	8	12	10	12	11	13	8	18	11	2	6	5	1	0	0	0	0	0	1
1991	2	3	0	0	0	0	0	0	0	0	0	1	204	211	187	152	161	160	117	97	90	89	105	78	69	104	82	64	63	66	70	78	69	69	44	44	33	19	12	6	2	1	3	2	1	0	0
1992	2	3	0	0	0	0	0	1	0	0	0	1	169	141	95	102	64	68	70	73	65	52	51	65	55	61	49	67	72	83	87	114	113	115	131	97	82	42	29	17	7	7	2	2	0	3	1
1993	2	3	0	0	0	0	0	0	0	0	15	40	553	395	389	232	200	124	69	56	39	28	26	34	38	29	26	28	38	39	34	49	66	74	53	55	40	25	21	15	2	2	0	1	0	1	0
1994	2	3	0	0	0	0	0	0	0	0	0	7	111	97	86	97	84	64	39	37	32	14	14	3	8	8	10	5	6	8	10	16	20	17	12	13	14	4	7	4	0	1	1	0	0	0	0
1995	2	3	0	0	0	0	0	0	0	0	0	0	59	47	39	28	39	23	12	16	16	6	9	12	7	5	6	8	5	10	13	20	25	9	16	16	15	7	4	7	0	0	0	0	0	0	0
1996	2	3	0	0	0	0	0	0	0	0	0	0	4	5	4	4	5	2	3	2	3	0	0	1	0	0	0	0	1	1	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0
1997	2	3	0	0	0	0	0	0	0	0	0	0	4	4	0	2	2	4	3	2	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1998	2	3	0	0	0	0	0	0	0	0	0	8	29	18	30	18	22	18	6	6	10	3	6	7	1	4	2	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0
